post,title,year
"Bieeeeeeeeeeeeeeel , queria te dizer varias coisas , te falar o quanto voc√™ √© especial em minha vida , mais quando tento fazer isso as palavras me fogem da cabe√ßa , acho que j√° percebeu que N√£o sou boa em me expressar n√©? 
mais vou tentar meu lindo *-*
No dia 15/05 uma estrelinha brilhou no C√©u , que tem um sorriso lindo , e por sinal √© muiiiiiiiitoooooo inteligente , cativante , encantador . um verdadeiro exemplo . voc√™ me mostrou que quando realmente queremos algo , conseguimos e voc√™ √© um grande exemplo disso,t√° ae onde quer est√° do  outro lado do mundo , fico t√£o feliz por voc√™, e de certo modo orgulhosa tamb√©m , Biel voc√™ merece tudo isso e maais.
tu √© Demais sabia ?conquistou minha amizade em segundos , lembro do dia , da hora, do local, lembro tamb√©m que nesse dia a gente riu muito.E  aparti dai a amizade cresceu. Amo muito Sua amizade , sua presen√ßa enfim, adimiro-te demais meu Lindo . 
Sem mais Delongas. 
PARAB√âNS , tuudo de bom , de mais perfeito que √© o que voc√™ merece, que todos os seus objetivos sejam alcan√ßados e v√£o ser n√© ? porq voc√™ corre atraz e faz acontecer. Do fundo do meu cora√ß√£o biel , te desejo muita paz , sa√∫de , amor , alegria .. e blabl√° ,bl√° , acho que voc√™ t√° conseguindo me entender .rs
aproveita muito meu pkeno , que o dia √© teeu , que essa data se repita por trilh√µes de anos :)

SAAAAAAAUDADES  ,mais logo ,logo voc√™ est√° de volta u.u *-*",Nat√°lia Oliveira estava com Gabriel Caldas.,2013
http://letras.mus.br/engenheiros-do-hawaii/12899/#selecoes/12888/,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://www.facebook.com/ExPsicopata,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
https://www.youtube.com/watch?v=pYqp-57y0D8,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://www.youtube.com/user/sitedescomplica?v=lqlFD0HBhTg,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
Os livros mudam seu modo de pensar.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Hoje ninguem vai estragar meu dia, (8'..",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Moto Fest bom n√£o , se Amostrou !",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"J√° lhe fizeram sofrer demais, j√° lhe fizeram feliz demais, t√° na hora de voc√™ mesma fazer algo por voc√™, s√≥ voc√™ pode fazer.
‚Äî Engenheiros do Hawaii.",Nat√°lia Oliveira adicionou uma nova foto.,2013
"‚Äú√Äs vezes √© preciso deixar de lado todos os problemas e todas as preocupa√ß√µes para sorrir um pouco‚Ä¶‚Äù

‚Äî Renato Russo.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"http://www.youtube.com/watch?v=Q3Xn2HpMg3o

*-*",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
O que esperar de uma gera√ß√£o que faz quadradinho de 8?,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"A f√≥rmula do sucesso eu n√£o sei, mas a do fracasso √© simples: Tentar agradar todo mundo!",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Querendo matar um an√£o, em 3 2 1 .",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"http://letras.mus.br/engenheiros-do-hawaii/12888/


Muito perfeitos mano '-'",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"dandan , Vem aque em casa esse Fim de semana , se puder logico . blz ? :)",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
https://www.youtube.com/watch?v=k4-UvPQ65BQ,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"#fran #toda # linda - # Eu#Assustando#
MotoFest",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
#Jogo#Gin√°sio.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://ask.fm/NatalhaOlivera,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"''ta cozinhando?'' ''n√£o, to tentando criar as meninas super poderosas''",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
espero poder ir :),Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
‚ÄúFalsos amigos acreditam em boatos. Verdadeiros amigos acreditam em voc√™..‚Äù,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
-,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
https://www.youtube.com/watch?v=ArM1P5RbQf4,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://www.assistirfilmes3d.com/2012/10/assistir-filme-escola-de-rock-dublado.html,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
DEATH NOTE .,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.youtube.com/watch?v=gJCWbPg5cJk,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
‚ñ≤= b¬≤ - 4.a.c,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://letras.mus.br/nando-reis/101236/,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"vei , preciso de The walking dead.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://killer-animes-online.blogspot.com.br/2012/01/death-note-dublado-episodio-04.html,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Que toda morena precisa de uma amiga loira isso √© fato . mais a gente fica no meio termo .

Ui , monstrinha!",Nat√°lia Oliveira adicionou uma nova foto.,2013
"‚ÄúAntes de mudar por algu√©m, pense em quem j√° te ama do jeito que voc√™ √©.‚Äù
Tati Bernardi.",Nat√°lia Oliveira adicionou uma nova foto.,2013
"Vaaaaaaaaaai peeeerder  @[100003146814072:2048:Willian Miranda] , e a gente vai n√©h @[100002299113100:2048:Franciene Lima] , hahah .",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://animalog.com.br/death-note-todos-os-episodios-online.html,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://www.animeshai.com.br/2013/05/shingeki-no-kyojin-episodio-1.html,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
t√¥ com uns projetos ai de passar com um carro por cima de voc√™,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
abrir o caderno de f√≠sica e ficar naquela duvida imensa: ser ladr√£o ou catador de latinha.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.youtube.com/watch?v=FOcrMRMCFH4,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"Fala serio , mt lindo !",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"http://www.filmesonlinegratis.net/the-walking-dead-todas-temporadas-dublado-legendado.html   t√° ae o site monstro, eu considero um dos melhores pra se assistir .",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
'-' ,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"Ele era t√£o bonito que me... que me... que... sei l√°. Lembro que na hora pensei algo assim ‚Äúah, m√° v√° ser bonito assim pra l√°‚Äù. E ele foi.""
-Tati Bernardi",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
#PARTIU#ORKUT,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
E √© sempre s√≥ voc√™ que me entende do inicio ao fim (8'..,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Oi (:,Nat√°lia Oliveira adicionou uma nova foto.,2013
https://twitter.com/tati_bernardi,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Garotos inteligentes s√£o tao atraentes, afff :c",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
N√£o posso morrer sem ler algum livro desse cara !,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
odeio fazer planos -.-,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Priiiiiiiiiiiiiiima , agurde-me tou chegando por ae pra curti as festas do  'ceru' contigo kkkkk . hahay . beij√£o minha Linda :)",Nat√°lia Oliveira estava com Cicera Victoria.,2013
"http://www.youtube.com/watch?v=kkEMWUCBbbk&feature=youtu.be


lembram ? kkkkkkkkkkkkkkkkkkkkkk '-' Tadinha da formiguinha . 
loucas ? aaaaaaah , o importante √© ter sa√∫de :)",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://maisequilibrio.terra.com.br/musculacao-turbinada-3-1-2-600.html,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
O dia dos namorados √© amanh√£ e o facebook j√° come√ßou a ficar insuport√°vel hoje.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"http://www.youtube.com/watch?v=CLXZJ6naxjA
http://www.youtube.com/watch?v=NnJY_66uKmo
http://www.youtube.com/watch?v=uWOz4GB36GQ",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Oi T√©dio :),Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Dane-se.,Nat√°lia Oliveira adicionou uma nova foto.,2013
"*--------------------------------* Wil :)
 ",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://ask.fm/NatalhaOlivera,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.clubedohardware.com.br/pagina/upgrade,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
instudar √ß.√ß,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.youtube.com/watch?v=vBxka1HhlAs,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://www.youtube.com/watch?v=qFXs4iSsbrk,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
https://www.google.com/search?q=Skid+Row.&rlz=1C1GGGE_pt-BRBR514BR514&oq=Skid+Row.&aqs=chrome.0.57&sourceid=chrome&ie=UTF-8,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
https://www.google.com/search?q=Eu+s%C3%B3+pe%C3%A7o+a+Deus+um+pouco+de+malandragem+pois+sou+crian%C3%A7a+e+n%C3%A3o+conhe%C3%A7o+a&rlz=1C1GGGE_pt-BRBR514BR514&oq=Eu+s%C3%B3+pe%C3%A7o+a+Deus+um+pouco+de+malandragem+pois+sou+crian%C3%A7a+e+n%C3%A3o+conhe%C3%A7o+a&aqs=chrome.0.57&sourceid=chrome&ie=UTF-8,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.youtube.com/watch?v=qFXs4iSsbrk,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
T√° e dai ?,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.youtube.com/watch?v=8WGJSZ1eBgE,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://www.youtube.com/watch?v=-uLCO2ynRmQ,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"‚ÄúCara, eu apenas gosto de voc√™. Sem nenhum motivo ou raz√£o l√≥gica, eu apenas gosto. Gosto de xingar voc√™, de quando voc√™ bagun√ßa meu cabelo. Eu gosto. E o sorriso idiota que voc√™ deixa em meu rosto, fala por si s√≥. T√° estampado na minha cara o que voc√™ t√° fazendo comigo. Voc√™ me faz bem, e essa √© a √∫nica justificativa que eu tenho agora.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.tatibernardi.com.br/blog/post.jsp?idPost=87,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Engenheiros do Hawaii ,sempre melhorando meu humor :)",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"""√µoh meu deus, eu estou apaixonada e n√£o consigo mais viver sem ele , ele √© minha vida "" 

aaaaaaaaaaaaah kra , vai procurar roupa pra lavar ou seila o que -.-",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
vontade de estudar matemat√≠ca e f√≠sica .sera que eu tou doida ? ><,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
N√£o se pode contar com ningu√©m para construir sua pr√≥pria felicidade.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Voc√™s n√£o tem no√ß√£o da falta que me faz nossas  palha√ßadas, os  conselhos, as broncas, nossas discuss√µes que s√£o s√∫per poucas porque  a gente sempre se damos   t√£o bem que n√£o da nem pra explicar.. tenho saudade de tudo que vcs √© pra mim, n√£o que deixou de serem, mas que eram aqui perto de mim, me ajudando sempre em tudo, sinto sua falta o tempo todo, mesmo com essa dist√¢ncia e nesse ano t√£o corrido pra n√≥s , nada muda, pq uma amizade verdadeira √© realmente pra vida inteira.. voc√™s s√£o  aquelas amigas que eu posso chamar de irm√£s e tratar como tal , sinto saudades de voc√™s, e coloca saudade nisso, #Quarteto#do#Epugs <3",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Voc√™s n√£o tem no√ß√£o da falta que me faz nossas palha√ßadas, os conselhos, as broncas, nossas discuss√µes que eram s√∫per poucas porque a gente sempre se davamos t√£o bem que n√£o da nem pra explicar.. tenho saudade de tudo que vcs s√£o  pra mim, n√£o que deixou de serem, mas que eram aqui perto de mim, me ajudando sempre em tudo, sinto  falta o tempo todo, mesmo com essa dist√¢ncia e nesse ano t√£o corrido pra n√≥s , nada muda, pq uma amizade verdadeira √© realmente pra vida inteira..sabe aquele quarteto que os profe's comentavam que eram as melhoras da sala ? N√ìS . \√µ/QUANTO SAUDADE DISSO TUDO VEY. voc√™s s√£o aquelas amigas que eu posso chamar de irm√£s e tratar como tal , sinto saudades de voc√™s, e coloca saudade nisso, #Quarteto#do#Epugs <3",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Humberto Gessinger<3,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.livrariasaraiva.com.br/produto/3418832/mapas-do-acaso-45-variacoes-sobre-um-mesmo-tema/?utm_source=lomadee&utm_campaign=lomadee&utm_medium=lomadee&PAC_ID=30393,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.livrariasaraiva.com.br/cesta/cesta.dll/mostra?ID=BD46BA8A7DD060F0C121B0262&FIL_ID=16&PAC_ID=30393&tptCesta=cesta.htm&tptPagto=formapagto.htm&tptLogin=login.htm&tptEndereco=endereco.htm&tptCliente=dadoscliente.htm&tptPesqCliente=&PID=2861768,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
so pra avizar :√ßou uma pe√ßoua c√©quissi dimaiz,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"De uns dias pra c√° , so vejo "" Fulano em Relacionamento serio"" . todo mundo se revoltou e resolveu namorar foi ? pera '-'",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Voc√™ desliga o telefone se eu ficar muito abstrato (8'..,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
PRE-PA-RA Que Agora Chegou A Semana De Prova.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Estamos vivos , sem motivos , que motivos temos pra estar ?",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.mulheresdicas.com/beleza-da-mulher/dicas-para-perder-papada.html,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://minhabeleza.net/2013/01/dicas-para-perder-papada.html,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Logica de programa√ß√£o , seja boazinha , quero lhe usar :3",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"http://www.youtube.com/watch?v=pYY9GoWOxPA


mano , tem como ser mais perfeito n√£o ^^",Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"Logica de programa√ßao !
http://www.youtube.com/watch?v=kaivxmdkyTg

http://www.youtube.com/watch?v=v8jjhTxgJsU

http://www.youtube.com/watch?v=T5_q2UIsSgk",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"https://www.youtube.com/watch?v=jghbEKCsVAM
https://www.youtube.com/watch?v=6EH5Ifnr8yw

https://www.youtube.com/watch?v=zrZ8oMbCQYw",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://pt.scribd.com/doc/51099709/ALGORIMOS-EXERCICIOS-E-RESPOSTAS,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
"Manifesta√ßao , Beleza kra , agora ficar queimando carros , roubando lojas e tals' , A√™ ja √© palha√ßada , vandalismo, Idiotice '-'",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Jogaram mentos na gera√ß√£o Coca-Cola.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Mentir pra si mesmo √© sempre a pior mentira.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
que raiva -.-,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"""Em livros de hist√≥rias seremos a mem√≥ria dos dias que vir√£o, se √© que eles vir√£o"".",Nat√°lia Oliveira adicionou uma nova foto.,2013
https://www.youtube.com/watch?v=ncvpPaDSyng,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
#System #Of #A #Down,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Nao gosta de mim ? Faz protesto , ta.
na moda lol",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Facebook, seu sem futuro '-'",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
http://www.youtube.com/watch?v=ZiLBH7_GARU,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
o bullying come√ßa quando perguntam minha altura.,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
site bom pra baixar Filme ?,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
S√≥ os lindos ficam em casa no s√°bado a noite u.u,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Dois beijos Bitch ;*,Nat√°lia Oliveira adicionou uma nova foto.,2013
http://www.youtube.com/watch?v=QNciuvSgvY4,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
http://www.youtube.com/watch?v=KbIIphtsQBk,Postagem indisponÌvel,2013
Postagem indisponÌvel,Postagem indisponÌvel,2013
T√©dio reinando aqui '-',Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
#partiu#Comprar#Chuvinha#Track. :),Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"To precisando ficar rico, n√£o apaixonado.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"sua vida so vai pra frente , quando voc√™ desapegar das pessoas que te levam pra tr√°s.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
"Acho lindo esse povo que arruma o ""AMOR DA VIDA"" umas quinhentas vezes por ano e ainda tem a cara de pau de falar que dessa vez √© pra sempre.",Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
Pombo √© um rato que tomou RedBull u.u,Nat√°lia Oliveira atualizou o pr√≥prio status.,2013
